employee_id,employee_name,employment_status,gender,age,age_band,division_of_origin,disability_status,education,department,department_key,cost_center,job_title,job_level,employment_type,location,location_key,join_date,exit_date,manager,monthly_gross_bdt,annual_total_reward_bdt,compa_ratio,goal_completion_percent,overall_performance_score,performance_rating,potential,promotion_readiness,leave_transactions,approved_leave_days,training_programs,training_hours,training_cost_bdt,average_training_feedback,average_pre_assessment,average_post_assessment,assessment_improvement,exit_type,exit_reason,regrettable_exit,tenure_at_exit_years
MG-DHK-CST-0164,Mim Rahman,Active at FY2025 year-end,Female,37,35-44,Rajshahi,No,Professional Certification,Corporate Strategy,corporate_strategy,CC-112,PMO Manager,Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2017-03-09,,Mushfiqur Rahman,175000,2501500,1.25,76.1,76.2,Partially Meets,Medium,Develop in Current Role,1,0.0,3,24.0,4374.0,4.73,64.0,80.0,16.0,,,,
MG-DHK-CST-0221,Arif Mia,Active at FY2025 year-end,Male,34,25-34,Chattogram,No,Master,Corporate Strategy,corporate_strategy,CC-112,Senior Business Analyst,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2021-02-26,,Anika Tasnim,90000,1290000,1.28571429,100.6,93.3,Exceeds Expectations,Medium,Ready in 1-2 Years,3,10.0,1,6.0,1883.0,3.9,71.0,98.0,27.0,,,,
MG-DHK-CST-0255,Moumita Alam,Active at FY2025 year-end,Female,32,25-34,Chattogram,No,Bachelor,Corporate Strategy,corporate_strategy,CC-112,Business Analyst,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2019-04-05,,Mushfiqur Rahman,45000,654800,0.87378641,104.7,96.3,Exceeds Expectations,High,Ready Now,0,0.0,4,27.0,5998.0,3.97,62.5,75.75,13.25,,,,
MG-DHK-CST-0267,Saiful Rahman,Active at FY2025 year-end,Male,38,35-44,Dhaka,No,Bachelor,Corporate Strategy,corporate_strategy,CC-112,Senior Business Analyst,Senior Officer,Probation,Dhaka Corporate Office,dhaka_corporate_office,2019-03-17,,Anika Tasnim,94000,1222000,1.34285714,87.8,85.7,Meets Expectations,Medium,Ready in 1-2 Years,4,11.0,7,72.0,10993.0,4.09,56.14,70.29,14.15,,,,
MG-DHK-CST-0274,Mst. Roksana Sarker,Separated during FY2025,Female,,,,,,Corporate Strategy,corporate_strategy,CC-112,Strategy Officer,Officer,,Dhaka Corporate Office,dhaka_corporate_office,2017-03-17,2025-03-05,Anika Tasnim,,,,,,,,,1,3.0,0,0.0,0.0,,,,,Voluntary,Personal / Family Reasons,No,7.97
MG-DHK-CST-0336,Monir Khatun,Active at FY2025 year-end,Male,42,35-44,Dhaka,No,Master,Corporate Strategy,corporate_strategy,CC-112,Project Management Executive,Executive,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2021-07-19,,Anika Tasnim,94000,1299400,1.04444444,90.3,83.6,Meets Expectations,Medium,Ready in 1-2 Years,1,1.0,2,12.0,3812.0,4.15,53.0,67.5,14.5,,,,
MG-DHK-CST-0367,Nadia Alam,Active at FY2025 year-end,Female,38,35-44,Dhaka,No,Bachelor,Corporate Strategy,corporate_strategy,CC-112,Business Analyst,Officer,Probation,Dhaka Corporate Office,dhaka_corporate_office,2021-01-11,,Anika Tasnim,66000,858000,1.2815534,88.1,86,Meets Expectations,Medium,Ready in 1-2 Years,3,11.0,2,14.0,2045.0,4.2,62.0,85.5,23.5,,,,
MG-DHK-CST-0369,Fahim Karim,Active at FY2025 year-end,Male,21,Under 25,Mymensingh,No,HSC,Corporate Strategy,corporate_strategy,CC-112,PMO Assistant,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-09-06,,Anika Tasnim,46000,666000,1.26027397,92.8,87.1,Meets Expectations,Medium,Ready in 1-2 Years,0,0.0,1,12.0,586.0,4.7,49.0,50.0,1.0,,,,
MG-DHK-CST-0371,Tanvir Sarker,Active at FY2025 year-end,Male,27,25-34,Chattogram,No,Diploma,Corporate Strategy,corporate_strategy,CC-112,Business Research Assistant,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2021-05-22,,Mushfiqur Rahman,43500,631000,1.19178082,95.3,91.4,Exceeds Expectations,High,Ready Now,3,8.0,3,32.0,6618.0,4.17,62.33,84.33,22.0,,,,
MG-DHK-CST-0399,Md. Karim Mia,Active at FY2025 year-end,Male,27,25-34,Sylhet,No,Bachelor,Corporate Strategy,corporate_strategy,CC-112,Strategy Officer,Officer,Contract,Dhaka Corporate Office,dhaka_corporate_office,2022-08-23,,Mushfiqur Rahman,47000,611000,0.91262136,74.1,76.7,Partially Meets,Medium,Develop in Current Role,0,0.0,0,0.0,0.0,,,,,,,,
MG-DHK-CST-0404,Tareq Sarker,Active at FY2025 year-end,Male,30,25-34,Khulna,No,Bachelor,Corporate Strategy,corporate_strategy,CC-112,Senior Business Analyst,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2020-06-26,,Mushfiqur Rahman,75500,1088400,1.07857143,88.5,88.1,Meets Expectations,High,Ready in 1-2 Years,1,1.0,3,24.0,3956.0,4.0,60.33,78.33,18.0,,,,
MG-DHK-CST-0477,Md. Karim Noor,Active at FY2025 year-end,Male,34,25-34,Khulna,No,Bachelor,Corporate Strategy,corporate_strategy,CC-112,Business Analyst,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-02-22,,Mushfiqur Rahman,68000,977400,1.32038835,93.5,85.7,Meets Expectations,High,Ready in 1-2 Years,2,7.0,0,0.0,0.0,,,,,,,,
MG-DHK-CUS-0025,Kamrul Khan,Separated during FY2025,Male,,,,,,Customer Service,customer_service,CC-110,Customer Care Assistant,Worker,,Dhaka Corporate Office,dhaka_corporate_office,2022-09-11,2025-10-03,Jannatul Ferdous,,,,,,,,,1,2.0,1,4.0,1536.0,4.4,81.0,96.0,15.0,Voluntary,Compensation & Benefits,No,3.06
MG-DHK-CUS-0053,Tasnim Sarker,Active at FY2025 year-end,Female,30,25-34,Khulna,No,Master,Customer Service,customer_service,CC-110,Customer Experience Executive,Executive,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2021-06-23,,Jannatul Ferdous,88000,1216600,0.97777778,92.6,82.3,Meets Expectations,Medium,Ready in 1-2 Years,3,6.0,2,14.0,3998.0,4.05,61.0,75.0,14.0,,,,
MG-DHK-CUS-0093,Tanvir Rashid,Active at FY2025 year-end,Male,27,25-34,Rangpur,No,Bachelor,Customer Service,customer_service,CC-110,Senior Customer Service Officer,Senior Officer,Contract,Dhaka Corporate Office,dhaka_corporate_office,2019-08-07,,Rashedul Islam,72500,978800,1.03571429,91.1,87.2,Meets Expectations,Medium,Ready in 1-2 Years,2,13.0,1,8.0,1209.0,4.4,61.0,75.0,14.0,,,,
MG-DHK-CUS-0212,Riyad Rahman,Active at FY2025 year-end,Male,30,25-34,Dhaka,No,Master,Customer Service,customer_service,CC-110,Complaint Resolution Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2020-09-20,,Jannatul Ferdous,47000,683100,0.91262136,98.3,87.1,Meets Expectations,Medium,Ready in 1-2 Years,3,12.0,3,18.0,3340.0,4.0,53.67,63.0,9.33,,,,
MG-DHK-CUS-0305,Sharmeen Talukder,Active at FY2025 year-end,Female,23,Under 25,Sylhet,No,Master,Customer Service,customer_service,CC-110,Customer Service Officer,Officer,Intern,Dhaka Corporate Office,dhaka_corporate_office,2020-09-03,,Jannatul Ferdous,64000,832000,1.24271845,98.3,91.2,Exceeds Expectations,Medium,Ready in 1-2 Years,3,6.0,1,6.0,2412.0,5.0,59.0,70.0,11.0,,,,
MG-DHK-CUS-0328,Shafiq Jahan,Active at FY2025 year-end,Male,40,35-44,Rangpur,No,Bachelor,Customer Service,customer_service,CC-110,Senior Customer Service Officer,Senior Officer,Contract,Dhaka Corporate Office,dhaka_corporate_office,2019-08-26,,Rashedul Islam,83500,1127200,1.19285714,106.3,97.3,Exceeds Expectations,Medium,Ready in 1-2 Years,2,3.0,2,12.0,4516.0,4.15,48.5,73.0,24.5,,,,
MG-DHK-CUS-0340,Asif Uddin,Active at FY2025 year-end,Male,29,25-34,Dhaka,No,Master,Customer Service,customer_service,CC-110,Team Supervisor,Senior Officer,Probation,Dhaka Corporate Office,dhaka_corporate_office,2022-06-29,,Jannatul Ferdous,67000,871000,0.95714286,67.4,77.8,Partially Meets,Medium,Develop in Current Role,1,2.0,0,0.0,0.0,,,,,,,,
MG-DHK-CUS-0342,Samira Rashid,Active at FY2025 year-end,Female,30,25-34,Rangpur,No,HSC,Customer Service,customer_service,CC-110,Call Centre Agent,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2018-07-07,,Rashedul Islam,38000,555100,1.04109589,115.5,101.6,Outstanding,Medium,Ready in 1-2 Years,1,3.0,5,50.0,5237.0,4.26,61.0,72.8,11.8,,,,
MG-DHK-CUS-0347,Hasan Uddin,Separated during FY2025,Male,,,,,,Customer Service,customer_service,CC-110,Customer Experience Executive,Executive,,Dhaka Corporate Office,dhaka_corporate_office,2021-08-17,2025-11-14,Jannatul Ferdous,,,,,,,,,2,8.0,1,12.0,1556.0,4.4,64.0,88.0,24.0,Voluntary,Personal / Family Reasons,No,4.24
MG-DHK-CUS-0357,Asif Hossain,Active at FY2025 year-end,Male,33,25-34,Dhaka,No,HSC,Customer Service,customer_service,CC-110,Customer Care Assistant,Worker,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2021-11-21,,Rashedul Islam,21000,302400,0.79245283,103.6,93.2,Exceeds Expectations,Medium,Ready in 1-2 Years,3,7.0,3,20.0,4687.0,4.23,61.0,77.0,16.0,,,,
MG-DHK-CUS-0426,Shuvo Sarker,Active at FY2025 year-end,Male,35,35-44,Rangpur,No,Bachelor,Customer Service,customer_service,CC-110,Customer Experience Executive,Executive,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-03-23,,Jannatul Ferdous,71500,1027000,0.79444444,61.4,69.8,Partially Meets,Low,Develop in Current Role,2,7.0,0,0.0,0.0,,,,,,,,
MG-DHK-CUS-0466,Tahmina Noor,Active at FY2025 year-end,Female,31,25-34,Sylhet,No,Bachelor,Customer Service,customer_service,CC-110,Complaint Resolution Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-11-01,,Rashedul Islam,45000,600000,0.87378641,107.9,99.7,Exceeds Expectations,High,Ready Now,2,4.0,1,12.0,1768.0,4.5,50.0,72.0,22.0,,,,
MG-DHK-CUS-0471,Ishrat Hossain,Active at FY2025 year-end,Female,47,45+,Khulna,No,SSC,Customer Service,customer_service,CC-110,Customer Care Assistant,Worker,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-07-18,,Jannatul Ferdous,27500,386200,1.03773585,94,88.1,Meets Expectations,Medium,Ready in 1-2 Years,1,3.0,1,3.0,697.0,3.9,65.0,71.0,6.0,,,,
MG-DHK-ENG-0425,Asif Noor,Active at FY2025 year-end,Male,39,35-44,Chattogram,No,Professional Certification,Engineering & Maintenance,engineering_and_maintenance,CC-107,Engineering Manager,Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-02-24,,Md. Moniruzzaman,116500,1664600,0.83214286,100.2,91.9,Exceeds Expectations,Low,Develop in Current Role,1,4.0,2,22.0,3900.0,4.05,59.0,79.5,20.5,,,,
MG-DHK-ENG-0429,Tareq Haque,Active at FY2025 year-end,Male,28,25-34,Rajshahi,No,Trade Certificate,Engineering & Maintenance,engineering_and_maintenance,CC-107,Mechanical Technician,Worker,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-01-18,,Md. Moniruzzaman,22500,321900,0.8490566,75.1,75.9,Partially Meets,Medium,Develop in Current Role,3,10.0,2,8.0,3277.0,4.4,58.5,84.5,26.0,,,,
MG-DHK-FIN-0008,Md. Karim Noor,Separated during FY2025,Male,,,,,,Finance & Accounts,finance_and_accounts,CC-104,Senior Finance Officer,Senior Officer,,Dhaka Corporate Office,dhaka_corporate_office,2019-12-19,2025-02-18,Sadia Islam,,,,,,,,,2,3.0,0,0.0,0.0,,,,,Voluntary,Health Reasons,No,5.17
MG-DHK-FIN-0010,Nabila Khatun,Active at FY2025 year-end,Female,37,35-44,Mymensingh,No,Bachelor,Finance & Accounts,finance_and_accounts,CC-104,Accounts Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2021-05-02,,Sadia Islam,49500,690900,0.96116505,99.9,91.7,Exceeds Expectations,High,Ready Now,2,3.0,1,12.0,718.0,4.1,72.0,78.0,6.0,,,,
MG-DHK-FIN-0020,Fahim Khan,Active at FY2025 year-end,Male,31,25-34,Dhaka,No,Bachelor,Finance & Accounts,finance_and_accounts,CC-104,Accounts Assistant,Junior Staff,Contract,Dhaka Corporate Office,dhaka_corporate_office,2021-10-18,,Shafiqur Rahman,37000,499500,1.01369863,73.3,76.9,Partially Meets,High,Develop in Current Role,2,8.0,0,0.0,0.0,,,,,,,,
MG-DHK-FIN-0021,Md. Rahim Uddin,Active at FY2025 year-end,Male,26,25-34,Rajshahi,No,Bachelor,Finance & Accounts,finance_and_accounts,CC-104,Finance Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2018-07-14,,Shafiqur Rahman,42500,661000,0.82524272,98,96.1,Exceeds Expectations,Medium,Ready in 1-2 Years,3,6.0,2,20.0,1507.0,4.05,54.5,79.0,24.5,,,,
MG-DHK-FIN-0032,Ishrat Mahmud,Active at FY2025 year-end,Female,33,25-34,Sylhet,No,HSC,Finance & Accounts,finance_and_accounts,CC-104,Cash Assistant,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-07-09,,Sadia Islam,38000,534200,1.04109589,91.7,88.2,Meets Expectations,Medium,Ready in 1-2 Years,2,116.0,1,6.0,645.0,4.1,55.0,70.0,15.0,,,,
MG-DHK-FIN-0079,Nusrat Karim,Active at FY2025 year-end,Female,51,45+,Dhaka,No,Master,Finance & Accounts,finance_and_accounts,CC-104,Accounts Manager,Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2016-02-25,,Shafiqur Rahman,164500,2434300,1.175,102.5,93.1,Exceeds Expectations,High,Ready Now,3,10.0,7,62.0,11327.0,4.09,59.71,74.29,14.58,,,,
MG-DHK-FIN-0102,Rumana Rashid,Active at FY2025 year-end,Female,34,25-34,Rajshahi,No,Bachelor,Finance & Accounts,finance_and_accounts,CC-104,Accounts Officer,Officer,Probation,Dhaka Corporate Office,dhaka_corporate_office,2017-10-24,,Sadia Islam,62500,875000,1.21359223,90.3,86.7,Meets Expectations,Low,Develop in Current Role,3,13.0,1,3.0,2027.0,5.0,61.0,69.0,8.0,,,,
MG-DHK-FIN-0127,Ayesha Bhuiyan,Active at FY2025 year-end,Female,30,25-34,Khulna,No,Master,Finance & Accounts,finance_and_accounts,CC-104,Senior Finance Officer,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-07-16,,Sadia Islam,69000,992100,0.98571429,99.8,96.2,Exceeds Expectations,Medium,Ready in 1-2 Years,3,8.0,3,30.0,4034.0,4.13,60.0,80.33,20.33,,,,
MG-DHK-FIN-0132,Kamrul Ferdous,Active at FY2025 year-end,Male,41,35-44,Dhaka,No,Master,Finance & Accounts,finance_and_accounts,CC-104,Senior Manager - Finance,Senior Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-02-16,,Sadia Islam,224000,3186600,1.04186047,101.9,93.4,Exceeds Expectations,Medium,Ready in 1-2 Years,2,7.0,2,22.0,3851.0,4.15,57.5,74.5,17.0,,,,
MG-DHK-FIN-0134,Zahid Rashid,Active at FY2025 year-end,Male,44,35-44,Chattogram,No,Professional Certification,Finance & Accounts,finance_and_accounts,CC-104,Finance Manager,Manager,Probation,Dhaka Corporate Office,dhaka_corporate_office,2021-03-11,,Sadia Islam,116500,1514500,0.83214286,85.3,81.6,Meets Expectations,Medium,Ready in 1-2 Years,4,9.0,2,16.0,2309.0,4.25,66.5,78.0,11.5,,,,
MG-DHK-FIN-0139,Nadia Mahmud,Active at FY2025 year-end,Female,34,25-34,Mymensingh,No,Bachelor,Finance & Accounts,finance_and_accounts,CC-104,Finance Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-10-03,,Shafiqur Rahman,55500,772500,1.0776699,84.8,85.1,Meets Expectations,Medium,Ready in 1-2 Years,2,12.0,2,12.0,3658.0,4.25,54.0,73.0,19.0,,,,
MG-DHK-FIN-0171,Mizanur Haque,Active at FY2025 year-end,Male,39,35-44,Khulna,No,Master,Finance & Accounts,finance_and_accounts,CC-104,Finance Manager,Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2021-04-29,,Shafiqur Rahman,175500,2411700,1.25357143,86.2,86.4,Meets Expectations,Medium,Ready in 1-2 Years,3,8.0,4,38.0,6495.0,4.25,65.0,74.75,9.75,,,,
MG-DHK-FIN-0173,Tanvir Khatun,Active at FY2025 year-end,Male,25,25-34,Dhaka,No,Bachelor,Finance & Accounts,finance_and_accounts,CC-104,Finance Officer,Officer,Contract,Dhaka Corporate Office,dhaka_corporate_office,2019-10-19,,Shafiqur Rahman,65000,877500,1.26213592,76.8,82.2,Meets Expectations,Medium,Ready in 1-2 Years,4,10.0,0,0.0,0.0,,,,,,,,
MG-DHK-FIN-0203,Mizanur Hasan,Active at FY2025 year-end,Male,29,25-34,Mymensingh,No,Bachelor,Finance & Accounts,finance_and_accounts,CC-104,Accounts Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-10-25,,Shafiqur Rahman,48500,677900,0.94174757,117.1,102.1,Outstanding,Medium,Ready in 1-2 Years,2,8.0,5,35.0,8335.0,3.8,59.2,71.4,12.2,,,,
MG-DHK-FIN-0213,Tasnim Akter,Active at FY2025 year-end,Female,29,25-34,Rajshahi,No,Bachelor,Finance & Accounts,finance_and_accounts,CC-104,Accounts Assistant,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-10-04,,Sadia Islam,42500,616400,1.16438356,105.4,96.8,Exceeds Expectations,Low,Develop in Current Role,1,4.0,2,20.0,2240.0,4.25,59.0,77.0,18.0,,,,
MG-DHK-FIN-0225,Rifat Rahman,Active at FY2025 year-end,Female,40,35-44,Chattogram,No,Master,Finance & Accounts,finance_and_accounts,CC-104,Senior Finance Officer,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2023-08-31,,Shafiqur Rahman,57500,800900,0.82142857,100.2,96.1,Exceeds Expectations,Medium,Ready in 1-2 Years,1,0.0,0,0.0,0.0,,,,,,,,
MG-DHK-FIN-0268,Mizanur Mahmud,Active at FY2025 year-end,Male,44,35-44,Chattogram,No,Professional Certification,Finance & Accounts,finance_and_accounts,CC-104,Senior Manager - Finance,Senior Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2019-05-21,,Sadia Islam,272000,3880600,1.26511628,85.9,86.3,Meets Expectations,Medium,Ready in 1-2 Years,1,2.0,2,14.0,2352.0,4.05,53.5,69.0,15.5,,,,
MG-DHK-FIN-0289,Sadia Ferdous,Active at FY2025 year-end,Female,27,25-34,Chattogram,No,Bachelor,Finance & Accounts,finance_and_accounts,CC-104,Senior Accounts Officer,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2020-06-05,,Sadia Islam,60500,934900,0.86428571,89.2,79.8,Meets Expectations,High,Ready in 1-2 Years,4,125.0,1,12.0,1386.0,4.4,52.0,66.0,14.0,,,,
MG-DHK-FIN-0365,Ahsan Karim,Active at FY2025 year-end,Male,30,25-34,Dhaka,No,Master,Finance & Accounts,finance_and_accounts,CC-104,Tax & VAT Executive,Executive,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2019-10-08,,Sadia Islam,96500,1434500,1.07222222,87,90.1,Exceeds Expectations,Medium,Ready in 1-2 Years,0,0.0,2,14.0,4433.0,4.45,58.5,83.5,25.0,,,,
MG-DHK-FIN-0378,Hasan Akter,Active at FY2025 year-end,Male,27,25-34,Chattogram,No,Master,Finance & Accounts,finance_and_accounts,CC-104,Accounts Officer,Officer,Intern,Dhaka Corporate Office,dhaka_corporate_office,2016-02-26,,Sadia Islam,62000,837000,1.2038835,85,84.3,Meets Expectations,Medium,Ready in 1-2 Years,3,7.0,3,28.0,3765.0,4.37,60.67,73.0,12.33,,,,
MG-DHK-FIN-0381,Nusrat Sultana,Active at FY2025 year-end,Female,45,45+,Rajshahi,No,Bachelor,Finance & Accounts,finance_and_accounts,CC-104,Finance Manager,Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2023-07-03,,Sadia Islam,121000,1668400,0.86428571,73.6,76.3,Partially Meets,Medium,Develop in Current Role,2,3.0,0,0.0,0.0,,,,,,,,
MG-DHK-FIN-0433,Lubna Haque,Active at FY2025 year-end,Female,26,25-34,Rajshahi,No,Bachelor,Finance & Accounts,finance_and_accounts,CC-104,Finance Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-07-21,,Sadia Islam,58500,775500,1.13592233,89.2,81.3,Meets Expectations,Medium,Ready in 1-2 Years,3,4.0,2,20.0,3382.0,4.4,62.0,86.0,24.0,,,,
MG-DHK-FIN-0442,Sabbir Uddin,Active at FY2025 year-end,Male,45,45+,Mymensingh,No,Professional Certification,Finance & Accounts,finance_and_accounts,CC-104,Senior Manager - Finance,Senior Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-07-05,,Shafiqur Rahman,224000,2927000,1.04186047,86.8,83.1,Meets Expectations,High,Ready in 1-2 Years,4,7.0,1,12.0,2112.0,3.9,56.0,66.0,10.0,,,,
MG-DHK-FIN-0452,Sumaiya Khan,Active at FY2025 year-end,Female,39,35-44,Dhaka,No,Bachelor,Finance & Accounts,finance_and_accounts,CC-104,Senior Finance Officer,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-12-28,,Sadia Islam,73500,1007200,1.05,76.6,75.7,Partially Meets,Medium,Develop in Current Role,1,0.0,0,0.0,0.0,,,,,,,,
MG-DHK-FIN-0465,Rashed Sultana,Active at FY2025 year-end,Male,37,35-44,Chattogram,No,Master,Finance & Accounts,finance_and_accounts,CC-104,Senior Manager - Finance,Senior Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-01-22,,Shafiqur Rahman,263500,3614500,1.2255814,69.8,77.4,Partially Meets,Medium,Develop in Current Role,3,9.0,1,6.0,765.0,5.0,52.0,52.0,0.0,,,,
MG-DHK-FIN-0497,Nazmul Karim,Separated during FY2025,Male,,,,,,Finance & Accounts,finance_and_accounts,CC-104,Cash Assistant,Junior Staff,,Dhaka Corporate Office,dhaka_corporate_office,2025-02-04,2025-04-04,Shafiqur Rahman,,,,,,,,,1,3.0,0,0.0,0.0,,,,,Voluntary,Better Career Opportunity,No,0.16
MG-DHK-HRA-0001,Priyanka Kabir,Active at FY2025 year-end,Female,43,35-44,Rangpur,No,Bachelor,HR & Administration,hr_and_administration,CC-105,Senior Manager - HR,Senior Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-01-04,,Nusrat Jahan,243500,3341300,1.13255814,69.7,76.6,Partially Meets,Medium,Develop in Current Role,1,3.0,1,6.0,2497.0,4.2,63.0,63.0,0.0,,,,
MG-DHK-HRA-0019,Sultana Khatun,Active at FY2025 year-end,Female,21,Under 25,Rajshahi,No,HSC,HR & Administration,hr_and_administration,CC-105,HR Assistant,Junior Staff,Contract,Dhaka Corporate Office,dhaka_corporate_office,2020-04-10,,Nusrat Jahan,41500,539500,1.1369863,91.4,84.9,Meets Expectations,Medium,Ready in 1-2 Years,3,6.0,5,40.0,7860.0,4.24,63.2,80.4,17.2,,,,
MG-DHK-HRA-0034,Nafisa Alam,Active at FY2025 year-end,Female,25,25-34,Dhaka,No,Bachelor,HR & Administration,hr_and_administration,CC-105,Admin Assistant,Junior Staff,Probation,Dhaka Corporate Office,dhaka_corporate_office,2016-11-02,,Nusrat Jahan,40000,540000,1.09589041,62.9,72.7,Partially Meets,Medium,Develop in Current Role,1,2.0,2,12.0,2839.0,4.2,61.0,72.5,11.5,,,,
MG-DHK-HRA-0050,Jahid Karim,Active at FY2025 year-end,Male,43,35-44,Mymensingh,No,Bachelor,HR & Administration,hr_and_administration,CC-105,Senior Admin Officer,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2021-04-07,,Md. Imran Hossain,73500,1092000,1.05,106.1,93.9,Exceeds Expectations,Medium,Ready in 1-2 Years,4,8.0,3,30.0,5957.0,3.87,64.0,68.67,4.67,,,,
MG-DHK-HRA-0101,Nabila Islam,Active at FY2025 year-end,Female,34,25-34,Dhaka,No,Bachelor,HR & Administration,hr_and_administration,CC-105,Senior Admin Officer,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2019-10-10,,Md. Imran Hossain,59000,852900,0.84285714,95,91.8,Exceeds Expectations,Medium,Ready in 1-2 Years,4,6.0,2,10.0,2858.0,4.2,53.0,59.5,6.5,,,,
