leave_id,employee_id,employee_name,department,location,leave_type,start_date,end_date,leave_days,reason_category,approval_status,approved_by
LV-00578,MG-CTG-SAM-0273,Rafiq Chowdhury,Sales & Marketing,Chattogram Distribution Hub,Sick Leave,2025-12-17,2025-12-17,1,Fever / Flu,Approved,Farzana Rahman
LV-00579,MG-CTG-SAM-0273,Rafiq Chowdhury,Sales & Marketing,Chattogram Distribution Hub,Casual Leave,2025-02-11,2025-02-11,1,Urgent Personal Matter,Approved,Farzana Rahman
LV-00580,MG-DHK-CST-0274,Mst. Roksana Sarker,Corporate Strategy,Dhaka Corporate Office,Casual Leave,2025-02-19,2025-02-21,3,Urgent Personal Matter,Approved,Anika Tasnim
LV-00581,MG-GZP-ENG-0275,Monir Rahman,Engineering & Maintenance,Gazipur Manufacturing Unit,Annual Leave,2025-01-16,2025-01-17,2,Personal / Vacation,Approved,Md. Moniruzzaman
LV-00582,MG-GZP-ENG-0275,Monir Rahman,Engineering & Maintenance,Gazipur Manufacturing Unit,Sick Leave,2025-08-30,2025-09-01,3,Fever / Flu,Approved,Md. Moniruzzaman
LV-00583,MG-GZP-QAS-0277,Zahid Chowdhury,Quality Assurance,Gazipur Manufacturing Unit,Sick Leave,2025-08-12,2025-08-15,4,Medical Appointment,Approved,Dr. Samira Sultana
LV-00584,MG-DHK-SCL-0278,Ahsan Jahan,Supply Chain & Logistics,Dhaka Corporate Office,Casual Leave,2025-10-03,2025-10-05,3,Urgent Personal Matter,Approved,Mahmudul Hasan
LV-00585,MG-DHK-SCL-0278,Ahsan Jahan,Supply Chain & Logistics,Dhaka Corporate Office,Annual Leave,2025-11-24,2025-11-24,1,Personal / Vacation,Approved,Mahmudul Hasan
LV-00586,MG-RAJ-SCL-0279,Shafiq Mia,Supply Chain & Logistics,Rajshahi Regional Office,Casual Leave,2025-11-12,2025-11-14,3,Urgent Personal Matter,Approved,Rezaul Karim
LV-00587,MG-RAJ-SCL-0279,Shafiq Mia,Supply Chain & Logistics,Rajshahi Regional Office,Sick Leave,2025-08-01,2025-08-03,3,Fever / Flu,Approved,Rezaul Karim
LV-00588,MG-GZP-SAM-0280,Rakib Ahmed,Sales & Marketing,Gazipur Manufacturing Unit,Annual Leave,2025-11-01,2025-11-04,4,Personal / Vacation,Approved,Tanvir Ahmed
LV-00589,MG-GZP-SAM-0280,Rakib Ahmed,Sales & Marketing,Gazipur Manufacturing Unit,Annual Leave,2025-08-29,2025-08-31,3,Personal / Vacation,Approved,Tanvir Ahmed
LV-00590,MG-GZP-SAM-0280,Rakib Ahmed,Sales & Marketing,Gazipur Manufacturing Unit,Casual Leave,2025-07-08,2025-07-09,2,Urgent Personal Matter,Pending,Tanvir Ahmed
LV-00591,MG-GZP-ENG-0281,Rashed Mia,Engineering & Maintenance,Gazipur Manufacturing Unit,Annual Leave,2025-04-12,2025-04-15,4,Personal / Vacation,Approved,Rakibul Hasan
LV-00592,MG-GZP-ENG-0281,Rashed Mia,Engineering & Maintenance,Gazipur Manufacturing Unit,Annual Leave,2025-01-05,2025-01-07,3,Personal / Vacation,Approved,Rakibul Hasan
LV-00593,MG-GZP-ENG-0281,Rashed Mia,Engineering & Maintenance,Gazipur Manufacturing Unit,Sick Leave,2025-07-15,2025-07-18,4,Minor Illness,Approved,Rakibul Hasan
LV-00594,MG-GZP-ENG-0282,Shafiq Noor,Engineering & Maintenance,Gazipur Manufacturing Unit,Annual Leave,2025-12-04,2025-12-08,5,Personal / Vacation,Approved,Rakibul Hasan
LV-00595,MG-GZP-ENG-0282,Shafiq Noor,Engineering & Maintenance,Gazipur Manufacturing Unit,Annual Leave,2025-08-14,2025-08-16,3,Personal / Vacation,Approved,Rakibul Hasan
LV-00596,MG-GZP-ENG-0282,Shafiq Noor,Engineering & Maintenance,Gazipur Manufacturing Unit,Sick Leave,2025-10-24,2025-10-26,3,Fever / Flu,Approved,Rakibul Hasan
LV-00597,MG-GZP-ENG-0282,Shafiq Noor,Engineering & Maintenance,Gazipur Manufacturing Unit,Sick Leave,2025-08-09,2025-08-11,3,Minor Illness,Approved,Rakibul Hasan
LV-00598,MG-DHK-HRA-0283,Samira Chowdhury,HR & Administration,Dhaka Corporate Office,Sick Leave,2025-10-12,2025-10-13,2,Fever / Flu,Approved,Nusrat Jahan
LV-00599,MG-DHK-HRA-0283,Samira Chowdhury,HR & Administration,Dhaka Corporate Office,Sick Leave,2025-08-01,2025-08-03,3,Fever / Flu,Approved,Nusrat Jahan
LV-00600,MG-DHK-HRA-0283,Samira Chowdhury,HR & Administration,Dhaka Corporate Office,Sick Leave,2025-09-07,2025-09-08,2,Fever / Flu,Approved,Nusrat Jahan
LV-00601,MG-DHK-HRA-0283,Samira Chowdhury,HR & Administration,Dhaka Corporate Office,Unpaid Leave,2025-10-12,2025-10-13,2,Extended Personal Matter,Approved,Nusrat Jahan
LV-00602,MG-GZP-SAM-0284,Nazmul Talukder,Sales & Marketing,Gazipur Manufacturing Unit,Annual Leave,2025-07-19,2025-07-23,5,Personal / Vacation,Approved,Farzana Rahman
LV-00603,MG-GZP-SAM-0284,Nazmul Talukder,Sales & Marketing,Gazipur Manufacturing Unit,Annual Leave,2025-07-23,2025-07-23,1,Personal / Vacation,Approved,Farzana Rahman
LV-00604,MG-NGJ-PRD-0285,Asif Talukder,Production,Narayanganj Production Plant,Casual Leave,2025-09-03,2025-09-03,1,Urgent Personal Matter,Approved,Abdul Karim
LV-00605,MG-NGJ-PRD-0286,Nazmul Jahan,Production,Narayanganj Production Plant,Casual Leave,2025-06-25,2025-06-25,1,Urgent Personal Matter,Pending,Md. Shahidul Islam
LV-00606,MG-NGJ-PRD-0286,Nazmul Jahan,Production,Narayanganj Production Plant,Paternity Leave,2025-08-22,2025-08-28,7,New Child,Approved,Md. Shahidul Islam
LV-00607,MG-NGJ-PRD-0287,Tasnim Islam,Production,Narayanganj Production Plant,Annual Leave,2025-07-09,2025-07-13,5,Personal / Vacation,Approved,Abdul Karim
LV-00608,MG-NGJ-PRD-0287,Tasnim Islam,Production,Narayanganj Production Plant,Maternity Leave,2025-05-28,2025-09-16,112,Maternity,Approved,Abdul Karim
LV-00609,MG-NGJ-PRD-0287,Tasnim Islam,Production,Narayanganj Production Plant,Casual Leave,2025-01-09,2025-01-10,2,Urgent Personal Matter,Approved,Abdul Karim
LV-00610,MG-DHK-HRA-0288,Monir Jahan,HR & Administration,Dhaka Corporate Office,Annual Leave,2025-01-14,2025-01-14,1,Personal / Vacation,Approved,Nusrat Jahan
LV-00611,MG-DHK-FIN-0289,Sadia Ferdous,Finance & Accounts,Dhaka Corporate Office,Sick Leave,2025-05-07,2025-05-08,2,Minor Illness,Approved,Sadia Islam
LV-00612,MG-DHK-FIN-0289,Sadia Ferdous,Finance & Accounts,Dhaka Corporate Office,Maternity Leave,2025-06-19,2025-10-08,112,Maternity,Approved,Sadia Islam
LV-00613,MG-DHK-FIN-0289,Sadia Ferdous,Finance & Accounts,Dhaka Corporate Office,Annual Leave,2025-10-29,2025-11-02,5,Personal / Vacation,Approved,Sadia Islam
LV-00614,MG-DHK-FIN-0289,Sadia Ferdous,Finance & Accounts,Dhaka Corporate Office,Unpaid Leave,2025-10-14,2025-10-19,6,Extended Personal Matter,Approved,Sadia Islam
LV-00615,MG-GZP-PRD-0290,Shakil Karim,Production,Gazipur Manufacturing Unit,Unpaid Leave,2025-10-07,2025-10-15,9,Extended Personal Matter,Approved,Abdul Karim
LV-00616,MG-GZP-PRD-0290,Shakil Karim,Production,Gazipur Manufacturing Unit,Sick Leave,2025-11-24,2025-11-25,2,Minor Illness,Approved,Abdul Karim
LV-00617,MG-NGJ-SAM-0291,Mim Mahmud,Sales & Marketing,Narayanganj Production Plant,Casual Leave,2025-01-28,2025-01-29,2,Urgent Personal Matter,Approved,Farzana Rahman
LV-00618,MG-NGJ-ENG-0292,Fahim Rahman,Engineering & Maintenance,Narayanganj Production Plant,Annual Leave,2025-07-26,2025-07-28,3,Personal / Vacation,Approved,Md. Moniruzzaman
LV-00619,MG-GZP-PRO-0293,Nazmul Mia,Procurement,Gazipur Manufacturing Unit,Sick Leave,2025-02-20,2025-02-21,2,Minor Illness,Approved,Maliha Noor
LV-00620,MG-GZP-PRO-0293,Nazmul Mia,Procurement,Gazipur Manufacturing Unit,Casual Leave,2025-02-22,2025-02-23,2,Urgent Personal Matter,Approved,Maliha Noor
LV-00621,MG-GZP-PRO-0293,Nazmul Mia,Procurement,Gazipur Manufacturing Unit,Annual Leave,2025-02-02,2025-02-06,5,Personal / Vacation,Approved,Maliha Noor
LV-00622,MG-GZP-PRO-0293,Nazmul Mia,Procurement,Gazipur Manufacturing Unit,Sick Leave,2025-11-05,2025-11-06,2,Fever / Flu,Approved,Maliha Noor
LV-00623,MG-CTG-PRD-0294,Rashed Khatun,Production,Chattogram Distribution Hub,Sick Leave,2025-01-22,2025-01-25,4,Fever / Flu,Rejected,Md. Shahidul Islam
LV-00624,MG-CTG-PRD-0294,Rashed Khatun,Production,Chattogram Distribution Hub,Casual Leave,2025-01-31,2025-01-31,1,Urgent Personal Matter,Approved,Md. Shahidul Islam
LV-00625,MG-NGJ-SCL-0295,Saiful Akter,Supply Chain & Logistics,Narayanganj Production Plant,Casual Leave,2025-02-14,2025-02-15,2,Urgent Personal Matter,Approved,Rezaul Karim
LV-00626,MG-DHK-SAM-0296,Saiful Rahman,Sales & Marketing,Dhaka Corporate Office,Sick Leave,2025-07-06,2025-07-09,4,Fever / Flu,Approved,Tanvir Ahmed
LV-00627,MG-GZP-CUS-0297,Rafiq Bhuiyan,Customer Service,Gazipur Manufacturing Unit,Annual Leave,2025-06-23,2025-06-23,1,Personal / Vacation,Approved,Rashedul Islam
LV-00628,MG-GZP-CUS-0297,Rafiq Bhuiyan,Customer Service,Gazipur Manufacturing Unit,Sick Leave,2025-01-28,2025-01-28,1,Fever / Flu,Rejected,Rashedul Islam
LV-00629,MG-CTG-SAM-0299,Fahim Khan,Sales & Marketing,Chattogram Distribution Hub,Annual Leave,2025-05-02,2025-05-06,5,Personal / Vacation,Approved,Tanvir Ahmed
LV-00630,MG-CTG-SAM-0299,Fahim Khan,Sales & Marketing,Chattogram Distribution Hub,Annual Leave,2025-05-02,2025-05-05,4,Personal / Vacation,Approved,Tanvir Ahmed
LV-00631,MG-CTG-SAM-0299,Fahim Khan,Sales & Marketing,Chattogram Distribution Hub,Annual Leave,2025-12-19,2025-12-23,5,Personal / Vacation,Approved,Tanvir Ahmed
LV-00632,MG-DHK-SAM-0300,Zahid Rahman,Sales & Marketing,Dhaka Corporate Office,Sick Leave,2025-04-18,2025-04-18,1,Fever / Flu,Approved,Tanvir Ahmed
LV-00633,MG-GZP-PRD-0302,Mehedi Bhuiyan,Production,Gazipur Manufacturing Unit,Sick Leave,2025-05-21,2025-05-23,3,Medical Appointment,Approved,Md. Shahidul Islam
LV-00634,MG-GZP-PRD-0302,Mehedi Bhuiyan,Production,Gazipur Manufacturing Unit,Sick Leave,2025-01-30,2025-01-31,2,Fever / Flu,Approved,Md. Shahidul Islam
LV-00635,MG-GZP-PRD-0302,Mehedi Bhuiyan,Production,Gazipur Manufacturing Unit,Sick Leave,2025-09-21,2025-09-21,1,Fever / Flu,Approved,Md. Shahidul Islam
LV-00636,MG-GZP-QAS-0303,Rakib Rashid,Quality Assurance,Gazipur Manufacturing Unit,Annual Leave,2025-05-07,2025-05-07,1,Personal / Vacation,Approved,Dr. Samira Sultana
LV-00637,MG-CTG-SCL-0304,Sabbir Mahmud,Supply Chain & Logistics,Chattogram Distribution Hub,Casual Leave,2025-04-01,2025-04-03,3,Urgent Personal Matter,Pending,Rezaul Karim
LV-00638,MG-CTG-SCL-0304,Sabbir Mahmud,Supply Chain & Logistics,Chattogram Distribution Hub,Annual Leave,2025-02-01,2025-02-02,2,Personal / Vacation,Approved,Rezaul Karim
LV-00639,MG-CTG-SCL-0304,Sabbir Mahmud,Supply Chain & Logistics,Chattogram Distribution Hub,Casual Leave,2025-12-02,2025-12-03,2,Urgent Personal Matter,Pending,Rezaul Karim
LV-00640,MG-DHK-CUS-0305,Sharmeen Talukder,Customer Service,Dhaka Corporate Office,Annual Leave,2025-08-01,2025-08-02,2,Personal / Vacation,Approved,Jannatul Ferdous
LV-00641,MG-DHK-CUS-0305,Sharmeen Talukder,Customer Service,Dhaka Corporate Office,Sick Leave,2025-09-12,2025-09-14,3,Fever / Flu,Approved,Jannatul Ferdous
LV-00642,MG-DHK-CUS-0305,Sharmeen Talukder,Customer Service,Dhaka Corporate Office,Casual Leave,2025-09-28,2025-09-28,1,Urgent Personal Matter,Approved,Jannatul Ferdous
LV-00643,MG-GZP-PRD-0307,Sabbir Noor,Production,Gazipur Manufacturing Unit,Sick Leave,2025-12-06,2025-12-08,3,Minor Illness,Approved,Abdul Karim
LV-00644,MG-GZP-PRD-0307,Sabbir Noor,Production,Gazipur Manufacturing Unit,Sick Leave,2025-06-05,2025-06-08,4,Fever / Flu,Approved,Abdul Karim
LV-00645,MG-GZP-PRO-0308,Mehedi Jahan,Procurement,Gazipur Manufacturing Unit,Sick Leave,2025-04-11,2025-04-13,3,Fever / Flu,Approved,Ahsan Habib
LV-00646,MG-GZP-PRO-0308,Mehedi Jahan,Procurement,Gazipur Manufacturing Unit,Annual Leave,2025-06-29,2025-06-29,1,Personal / Vacation,Approved,Ahsan Habib
LV-00647,MG-NGJ-ENG-0309,Arif Khatun,Engineering & Maintenance,Narayanganj Production Plant,Sick Leave,2025-11-02,2025-11-03,2,Fever / Flu,Approved,Rakibul Hasan
LV-00648,MG-NGJ-ENG-0309,Arif Khatun,Engineering & Maintenance,Narayanganj Production Plant,Sick Leave,2025-10-03,2025-10-03,1,Fever / Flu,Approved,Rakibul Hasan
LV-00649,MG-DHK-IT-0310,Sabbir Rahman,Information Technology,Dhaka Corporate Office,Annual Leave,2025-03-06,2025-03-06,1,Personal / Vacation,Approved,Sabbir Hossain
LV-00650,MG-DHK-IT-0310,Sabbir Rahman,Information Technology,Dhaka Corporate Office,Sick Leave,2025-07-07,2025-07-09,3,Fever / Flu,Approved,Sabbir Hossain
LV-00651,MG-DHK-IT-0310,Sabbir Rahman,Information Technology,Dhaka Corporate Office,Annual Leave,2025-08-07,2025-08-10,4,Personal / Vacation,Approved,Sabbir Hossain
LV-00652,MG-CTG-SCL-0311,Ahsan Khan,Supply Chain & Logistics,Chattogram Distribution Hub,Sick Leave,2025-04-26,2025-04-29,4,Fever / Flu,Approved,Mahmudul Hasan
LV-00653,MG-RAJ-FIN-0312,Shafiq Jahan,Finance & Accounts,Rajshahi Regional Office,Annual Leave,2025-09-20,2025-09-22,3,Personal / Vacation,Approved,Shafiqur Rahman
LV-00654,MG-GZP-FIN-0314,Tasnim Mahmud,Finance & Accounts,Gazipur Manufacturing Unit,Sick Leave,2025-09-08,2025-09-08,1,Fever / Flu,Approved,Shafiqur Rahman
LV-00655,MG-GZP-FIN-0314,Tasnim Mahmud,Finance & Accounts,Gazipur Manufacturing Unit,Annual Leave,2025-06-09,2025-06-09,1,Personal / Vacation,Approved,Shafiqur Rahman
LV-00656,MG-GZP-PRD-0315,Tareq Haque,Production,Gazipur Manufacturing Unit,Casual Leave,2025-09-12,2025-09-12,1,Urgent Personal Matter,Approved,Abdul Karim
LV-00657,MG-GZP-PRD-0315,Tareq Haque,Production,Gazipur Manufacturing Unit,Sick Leave,2025-06-10,2025-06-13,4,Fever / Flu,Approved,Abdul Karim
LV-00658,MG-GZP-PRD-0316,Tareq Ferdous,Production,Gazipur Manufacturing Unit,Casual Leave,2025-03-14,2025-03-16,3,Urgent Personal Matter,Approved,Md. Shahidul Islam
LV-00659,MG-GZP-PRD-0316,Tareq Ferdous,Production,Gazipur Manufacturing Unit,Annual Leave,2025-10-19,2025-10-23,5,Personal / Vacation,Approved,Md. Shahidul Islam
LV-00660,MG-NGJ-ENG-0317,Rafiq Akter,Engineering & Maintenance,Narayanganj Production Plant,Annual Leave,2025-06-02,2025-06-05,4,Personal / Vacation,Approved,Rakibul Hasan
LV-00661,MG-CTG-CST-0318,Raisa Ferdous,Corporate Strategy,Chattogram Distribution Hub,Sick Leave,2025-05-03,2025-05-04,2,Fever / Flu,Approved,Anika Tasnim
LV-00662,MG-CTG-CST-0318,Raisa Ferdous,Corporate Strategy,Chattogram Distribution Hub,Maternity Leave,2025-02-16,2025-06-07,112,Maternity,Approved,Anika Tasnim
LV-00663,MG-CTG-CST-0318,Raisa Ferdous,Corporate Strategy,Chattogram Distribution Hub,Annual Leave,2025-03-07,2025-03-07,1,Personal / Vacation,Approved,Anika Tasnim
LV-00664,MG-NGJ-HRA-0319,Md. Karim Hasan,HR & Administration,Narayanganj Production Plant,Casual Leave,2025-06-29,2025-06-29,1,Urgent Personal Matter,Approved,Md. Imran Hossain
LV-00665,MG-NGJ-HRA-0319,Md. Karim Hasan,HR & Administration,Narayanganj Production Plant,Sick Leave,2025-04-01,2025-04-04,4,Fever / Flu,Approved,Md. Imran Hossain
LV-00666,MG-GZP-ENG-0320,Arif Akter,Engineering & Maintenance,Gazipur Manufacturing Unit,Casual Leave,2025-05-16,2025-05-16,1,Urgent Personal Matter,Approved,Md. Moniruzzaman
LV-00667,MG-GZP-ENG-0320,Arif Akter,Engineering & Maintenance,Gazipur Manufacturing Unit,Annual Leave,2025-11-16,2025-11-19,4,Personal / Vacation,Approved,Md. Moniruzzaman
LV-00668,MG-NGJ-PRD-0321,Ayesha Hossain,Production,Narayanganj Production Plant,Annual Leave,2025-02-03,2025-02-04,2,Personal / Vacation,Approved,Md. Shahidul Islam
LV-00669,MG-NGJ-PRD-0321,Ayesha Hossain,Production,Narayanganj Production Plant,Unpaid Leave,2025-04-12,2025-04-19,8,Extended Personal Matter,Approved,Md. Shahidul Islam
LV-00670,MG-NGJ-PRD-0321,Ayesha Hossain,Production,Narayanganj Production Plant,Annual Leave,2025-01-11,2025-01-14,4,Personal / Vacation,Approved,Md. Shahidul Islam
LV-00671,MG-GZP-PRD-0322,Mehedi Mia,Production,Gazipur Manufacturing Unit,Sick Leave,2025-08-20,2025-08-20,1,Minor Illness,Approved,Abdul Karim
LV-00672,MG-GZP-PRD-0322,Mehedi Mia,Production,Gazipur Manufacturing Unit,Annual Leave,2025-01-11,2025-01-13,3,Personal / Vacation,Approved,Abdul Karim
LV-00673,MG-CTG-QAS-0324,Ashik Bhuiyan,Quality Assurance,Chattogram Distribution Hub,Casual Leave,2025-04-05,2025-04-05,1,Urgent Personal Matter,Approved,Ashikur Rahman
LV-00674,MG-GZP-PRD-0325,Nayeem Rahman,Production,Gazipur Manufacturing Unit,Casual Leave,2025-01-12,2025-01-14,3,Urgent Personal Matter,Approved,Md. Shahidul Islam
LV-00675,MG-GZP-PRD-0325,Nayeem Rahman,Production,Gazipur Manufacturing Unit,Sick Leave,2025-09-05,2025-09-07,3,Fever / Flu,Approved,Md. Shahidul Islam
LV-00676,MG-GZP-PRD-0326,Farhan Hasan,Production,Gazipur Manufacturing Unit,Annual Leave,2025-05-14,2025-05-18,5,Personal / Vacation,Approved,Abdul Karim
LV-00677,MG-GZP-PRD-0326,Farhan Hasan,Production,Gazipur Manufacturing Unit,Casual Leave,2025-03-22,2025-03-23,2,Urgent Personal Matter,Approved,Abdul Karim
LV-00678,MG-GZP-PRD-0326,Farhan Hasan,Production,Gazipur Manufacturing Unit,Unpaid Leave,2025-02-16,2025-02-22,7,Extended Personal Matter,Approved,Abdul Karim
LV-00679,MG-DHK-CUS-0328,Shafiq Jahan,Customer Service,Dhaka Corporate Office,Annual Leave,2025-12-20,2025-12-21,2,Personal / Vacation,Approved,Rashedul Islam
LV-00680,MG-DHK-CUS-0328,Shafiq Jahan,Customer Service,Dhaka Corporate Office,Annual Leave,2025-01-09,2025-01-09,1,Personal / Vacation,Approved,Rashedul Islam
LV-00681,MG-GZP-SCL-0329,Hasan Alam,Supply Chain & Logistics,Gazipur Manufacturing Unit,Annual Leave,2025-02-05,2025-02-05,1,Personal / Vacation,Approved,Mahmudul Hasan
LV-00682,MG-GZP-SCL-0329,Hasan Alam,Supply Chain & Logistics,Gazipur Manufacturing Unit,Sick Leave,2025-09-23,2025-09-26,4,Fever / Flu,Pending,Mahmudul Hasan
LV-00683,MG-NGJ-PRD-0330,Sadia Chowdhury,Production,Narayanganj Production Plant,Casual Leave,2025-12-17,2025-12-17,1,Urgent Personal Matter,Rejected,Md. Shahidul Islam
LV-00684,MG-NGJ-PRD-0330,Sadia Chowdhury,Production,Narayanganj Production Plant,Annual Leave,2025-01-21,2025-01-21,1,Personal / Vacation,Approved,Md. Shahidul Islam
LV-00685,MG-GZP-SCL-0331,Rafiq Haque,Supply Chain & Logistics,Gazipur Manufacturing Unit,Casual Leave,2025-07-02,2025-07-02,1,Urgent Personal Matter,Approved,Rezaul Karim
LV-00686,MG-GZP-SCL-0331,Rafiq Haque,Supply Chain & Logistics,Gazipur Manufacturing Unit,Paternity Leave,2025-06-19,2025-06-25,7,New Child,Approved,Rezaul Karim
LV-00687,MG-GZP-SCL-0331,Rafiq Haque,Supply Chain & Logistics,Gazipur Manufacturing Unit,Sick Leave,2025-02-24,2025-02-27,4,Minor Illness,Approved,Rezaul Karim
LV-00688,MG-CTG-PRD-0332,Asif Alam,Production,Chattogram Distribution Hub,Annual Leave,2025-03-21,2025-03-21,1,Personal / Vacation,Approved,Md. Shahidul Islam
LV-00689,MG-CTG-PRD-0332,Asif Alam,Production,Chattogram Distribution Hub,Paternity Leave,2025-03-22,2025-03-28,7,New Child,Approved,Md. Shahidul Islam
LV-00690,MG-CTG-PRD-0332,Asif Alam,Production,Chattogram Distribution Hub,Casual Leave,2025-02-24,2025-02-25,2,Urgent Personal Matter,Approved,Md. Shahidul Islam
LV-00691,MG-CTG-PRD-0332,Asif Alam,Production,Chattogram Distribution Hub,Sick Leave,2025-06-08,2025-06-08,1,Fever / Flu,Approved,Md. Shahidul Islam
LV-00692,MG-GZP-PRO-0333,Ahsan Hossain,Procurement,Gazipur Manufacturing Unit,Unpaid Leave,2025-03-13,2025-03-20,8,Extended Personal Matter,Approved,Maliha Noor
LV-00693,MG-GZP-PRO-0333,Ahsan Hossain,Procurement,Gazipur Manufacturing Unit,Paternity Leave,2025-03-15,2025-03-21,7,New Child,Approved,Maliha Noor
LV-00694,MG-GZP-PRO-0333,Ahsan Hossain,Procurement,Gazipur Manufacturing Unit,Sick Leave,2025-02-13,2025-02-15,3,Fever / Flu,Approved,Maliha Noor
LV-00695,MG-GZP-PRO-0333,Ahsan Hossain,Procurement,Gazipur Manufacturing Unit,Casual Leave,2025-08-01,2025-08-02,2,Urgent Personal Matter,Approved,Maliha Noor
LV-00696,MG-GZP-SCL-0334,Shafiq Islam,Supply Chain & Logistics,Gazipur Manufacturing Unit,Annual Leave,2025-01-12,2025-01-12,1,Personal / Vacation,Approved,Mahmudul Hasan
LV-00697,MG-GZP-SCL-0334,Shafiq Islam,Supply Chain & Logistics,Gazipur Manufacturing Unit,Sick Leave,2025-10-02,2025-10-05,4,Fever / Flu,Approved,Mahmudul Hasan
LV-00698,MG-GZP-PRO-0335,Rafiq Hasan,Procurement,Gazipur Manufacturing Unit,Annual Leave,2025-08-16,2025-08-20,5,Personal / Vacation,Pending,Ahsan Habib
LV-00699,MG-GZP-PRO-0335,Rafiq Hasan,Procurement,Gazipur Manufacturing Unit,Sick Leave,2025-05-14,2025-05-15,2,Fever / Flu,Approved,Ahsan Habib
LV-00700,MG-DHK-CST-0336,Monir Khatun,Corporate Strategy,Dhaka Corporate Office,Casual Leave,2025-02-15,2025-02-15,1,Urgent Personal Matter,Approved,Anika Tasnim
LV-00701,MG-GZP-QAS-0337,Asif Uddin,Quality Assurance,Gazipur Manufacturing Unit,Annual Leave,2025-08-07,2025-08-10,4,Personal / Vacation,Approved,Dr. Samira Sultana
LV-00702,MG-DHK-QAS-0339,Hasan Jahan,Quality Assurance,Dhaka Corporate Office,Casual Leave,2025-09-22,2025-09-23,2,Urgent Personal Matter,Approved,Ashikur Rahman
LV-00703,MG-DHK-QAS-0339,Hasan Jahan,Quality Assurance,Dhaka Corporate Office,Annual Leave,2025-12-14,2025-12-16,3,Personal / Vacation,Approved,Ashikur Rahman
LV-00704,MG-DHK-QAS-0339,Hasan Jahan,Quality Assurance,Dhaka Corporate Office,Sick Leave,2025-11-06,2025-11-07,2,Minor Illness,Approved,Ashikur Rahman
LV-00705,MG-DHK-CUS-0340,Asif Uddin,Customer Service,Dhaka Corporate Office,Annual Leave,2025-06-07,2025-06-08,2,Personal / Vacation,Approved,Jannatul Ferdous
LV-00706,MG-NGJ-ENG-0341,Rakib Chowdhury,Engineering & Maintenance,Narayanganj Production Plant,Sick Leave,2025-06-01,2025-06-02,2,Fever / Flu,Approved,Md. Moniruzzaman
LV-00707,MG-DHK-CUS-0342,Samira Rashid,Customer Service,Dhaka Corporate Office,Casual Leave,2025-06-03,2025-06-05,3,Urgent Personal Matter,Approved,Rashedul Islam
LV-00708,MG-DHK-PRO-0343,Lubna Hossain,Procurement,Dhaka Corporate Office,Annual Leave,2025-09-23,2025-09-24,2,Personal / Vacation,Approved,Maliha Noor
LV-00709,MG-DHK-PRO-0343,Lubna Hossain,Procurement,Dhaka Corporate Office,Sick Leave,2025-07-31,2025-08-03,4,Fever / Flu,Approved,Maliha Noor
LV-00710,MG-NGJ-SCL-0344,Sadia Hasan,Supply Chain & Logistics,Narayanganj Production Plant,Annual Leave,2025-01-14,2025-01-14,1,Personal / Vacation,Pending,Mahmudul Hasan
LV-00711,MG-NGJ-SCL-0344,Sadia Hasan,Supply Chain & Logistics,Narayanganj Production Plant,Casual Leave,2025-01-02,2025-01-03,2,Urgent Personal Matter,Approved,Mahmudul Hasan
LV-00712,MG-CTG-PRD-0345,Rafiq Bhuiyan,Production,Chattogram Distribution Hub,Casual Leave,2025-07-22,2025-07-24,3,Urgent Personal Matter,Approved,Abdul Karim
LV-00713,MG-CTG-PRD-0345,Rafiq Bhuiyan,Production,Chattogram Distribution Hub,Sick Leave,2025-07-05,2025-07-05,1,Fever / Flu,Approved,Abdul Karim
LV-00714,MG-GZP-PRD-0346,Samira Rahman,Production,Gazipur Manufacturing Unit,Unpaid Leave,2025-08-13,2025-08-17,5,Extended Personal Matter,Approved,Md. Shahidul Islam
LV-00715,MG-GZP-PRD-0346,Samira Rahman,Production,Gazipur Manufacturing Unit,Sick Leave,2025-02-20,2025-02-23,4,Minor Illness,Approved,Md. Shahidul Islam
LV-00716,MG-DHK-CUS-0347,Hasan Uddin,Customer Service,Dhaka Corporate Office,Annual Leave,2025-07-11,2025-07-13,3,Personal / Vacation,Approved,Jannatul Ferdous
LV-00717,MG-DHK-CUS-0347,Hasan Uddin,Customer Service,Dhaka Corporate Office,Annual Leave,2025-08-08,2025-08-12,5,Personal / Vacation,Approved,Jannatul Ferdous
LV-00718,MG-GZP-PRD-0348,Imran Noor,Production,Gazipur Manufacturing Unit,Casual Leave,2025-02-19,2025-02-19,1,Urgent Personal Matter,Approved,Abdul Karim
LV-00719,MG-GZP-PRD-0348,Imran Noor,Production,Gazipur Manufacturing Unit,Annual Leave,2025-05-30,2025-06-01,3,Personal / Vacation,Approved,Abdul Karim
LV-00720,MG-GZP-QAS-0349,Nabila Jahan,Quality Assurance,Gazipur Manufacturing Unit,Annual Leave,2025-05-30,2025-05-30,1,Personal / Vacation,Approved,Ashikur Rahman
LV-00721,MG-GZP-QAS-0349,Nabila Jahan,Quality Assurance,Gazipur Manufacturing Unit,Maternity Leave,2025-07-17,2025-11-05,112,Maternity,Approved,Ashikur Rahman
LV-00722,MG-GZP-QAS-0349,Nabila Jahan,Quality Assurance,Gazipur Manufacturing Unit,Sick Leave,2025-04-26,2025-04-27,2,Fever / Flu,Approved,Ashikur Rahman
