employee_id,employee_name,gender,age,age_band,division_of_origin,disability_status,education,department,department_key,cost_center,job_title,job_level,employment_type,location,location_key,join_date,exit_date,employment_status,manager,monthly_gross_bdt
MG-GZP-SCL-0419,Fahim Akter,Male,46,45+,Rangpur,No,SSC,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Warehouse Assistant,Worker,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2017-01-05,,Active at FY2025 year-end,Rezaul Karim,33000
MG-GZP-SCL-0450,Rumana Kabir,Female,24,Under 25,Mymensingh,No,Bachelor,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Store Assistant,Junior Staff,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-01-16,,Active at FY2025 year-end,Mahmudul Hasan,42500
MG-GZP-SCL-0474,Kamrul Kabir,Male,45,45+,Khulna,No,SSC,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Warehouse Assistant,Worker,Permanent,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-05-12,,Active at FY2025 year-end,Mahmudul Hasan,20000
MG-GZP-SCL-0495,Nusrat Haque,Female,28,25-34,Dhaka,No,HSC,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Loader,Worker,Contract,Gazipur Manufacturing Unit,gazipur_manufacturing_unit,2025-01-28,,Active at FY2025 year-end,Mahmudul Hasan,24000
MG-NGJ-CUS-0200,Afroza Islam,Female,43,35-44,Rajshahi,Yes,Professional Certification,Customer Service,customer_service,CC-110,Customer Experience Executive,Executive,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2021-05-12,,Active at FY2025 year-end,Rashedul Islam,93000
MG-NGJ-CUS-0252,Rakib Alam,Male,28,25-34,Dhaka,No,Diploma,Customer Service,customer_service,CC-110,Customer Service Representative,Junior Staff,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2019-01-24,,Active at FY2025 year-end,Rashedul Islam,29000
MG-NGJ-CUS-0276,Sabbir Karim,Male,44,35-44,Khulna,No,Bachelor,Customer Service,customer_service,CC-110,Service Quality Executive,Executive,Contract,Narayanganj Production Plant,narayanganj_production_plant,2018-09-09,,Active at FY2025 year-end,Rashedul Islam,99000
MG-NGJ-ENG-0037,Arif Bhuiyan,Male,44,35-44,Rangpur,No,HSC,Engineering & Maintenance,engineering_and_maintenance,CC-107,Mechanical Technician,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2020-12-06,,Active at FY2025 year-end,Rakibul Hasan,25000
MG-NGJ-ENG-0144,Mahmud Khan,Male,47,45+,Khulna,No,Master,Engineering & Maintenance,engineering_and_maintenance,CC-107,Senior Manager - Engineering,Senior Manager,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2021-11-24,,Active at FY2025 year-end,Rakibul Hasan,173500
MG-NGJ-ENG-0198,Rafiq Mia,Male,21,Under 25,Chattogram,No,SSC,Engineering & Maintenance,engineering_and_maintenance,CC-107,Mechanical Technician,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2017-09-15,,Active at FY2025 year-end,Rakibul Hasan,27500
MG-NGJ-ENG-0259,Rakib Hossain,Male,,,,,,Engineering & Maintenance,engineering_and_maintenance,CC-107,Utilities Officer,Officer,,Narayanganj Production Plant,narayanganj_production_plant,2021-11-03,2025-11-23,Separated during FY2025,Md. Moniruzzaman,
MG-NGJ-ENG-0292,Fahim Rahman,Male,39,35-44,Dhaka,No,Bachelor,Engineering & Maintenance,engineering_and_maintenance,CC-107,Senior Maintenance Officer,Senior Officer,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2016-06-20,,Active at FY2025 year-end,Md. Moniruzzaman,78500
MG-NGJ-ENG-0309,Arif Khatun,Male,41,35-44,Barishal,No,Trade Certificate,Engineering & Maintenance,engineering_and_maintenance,CC-107,Electrician,Worker,Contract,Narayanganj Production Plant,narayanganj_production_plant,2017-09-01,,Active at FY2025 year-end,Rakibul Hasan,30000
MG-NGJ-ENG-0317,Rafiq Akter,Male,27,25-34,Chattogram,No,Diploma,Engineering & Maintenance,engineering_and_maintenance,CC-107,Technical Assistant,Junior Staff,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2021-11-30,,Active at FY2025 year-end,Rakibul Hasan,33500
MG-NGJ-ENG-0327,Shuvo Hossain,Male,26,25-34,Khulna,No,Master,Engineering & Maintenance,engineering_and_maintenance,CC-107,Maintenance Officer,Officer,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2022-07-23,,Active at FY2025 year-end,Md. Moniruzzaman,65000
MG-NGJ-ENG-0341,Rakib Chowdhury,Male,,,,,,Engineering & Maintenance,engineering_and_maintenance,CC-107,Project Engineer,Executive,,Narayanganj Production Plant,narayanganj_production_plant,2022-11-10,2025-07-02,Separated during FY2025,Md. Moniruzzaman,
MG-NGJ-ENG-0361,Ishrat Rahman,Female,39,35-44,Rajshahi,No,HSC,Engineering & Maintenance,engineering_and_maintenance,CC-107,Maintenance Helper,Worker,Contract,Narayanganj Production Plant,narayanganj_production_plant,2017-01-06,,Active at FY2025 year-end,Rakibul Hasan,26000
MG-NGJ-ENG-0408,Ashik Akter,Male,30,25-34,Chattogram,No,Trade Certificate,Engineering & Maintenance,engineering_and_maintenance,CC-107,Mechanical Technician,Worker,Contract,Narayanganj Production Plant,narayanganj_production_plant,2020-03-25,,Active at FY2025 year-end,Md. Moniruzzaman,25000
MG-NGJ-ENG-0449,Jahid Ferdous,Male,34,25-34,Chattogram,No,Bachelor,Engineering & Maintenance,engineering_and_maintenance,CC-107,Engineering Manager,Manager,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2025-07-16,,Active at FY2025 year-end,Md. Moniruzzaman,141000
MG-NGJ-ENG-0455,Hasan Uddin,Male,30,25-34,Rangpur,No,Diploma,Engineering & Maintenance,engineering_and_maintenance,CC-107,Maintenance Coordinator,Junior Staff,Contract,Narayanganj Production Plant,narayanganj_production_plant,2025-08-08,,Active at FY2025 year-end,Md. Moniruzzaman,44000
MG-NGJ-ENG-0510,Saiful Bhuiyan,Male,24,Under 25,Chattogram,No,HSC,Engineering & Maintenance,engineering_and_maintenance,CC-107,Mechanical Technician,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2025-08-28,,Active at FY2025 year-end,Rakibul Hasan,31500
MG-NGJ-FIN-0157,Mizanur Hasan,Male,23,Under 25,Khulna,No,HSC,Finance & Accounts,finance_and_accounts,CC-104,Cash Assistant,Junior Staff,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2016-04-08,,Active at FY2025 year-end,Shafiqur Rahman,30500
MG-NGJ-FIN-0354,Ahsan Rashid,Male,26,25-34,Rajshahi,No,Bachelor,Finance & Accounts,finance_and_accounts,CC-104,Accounts Assistant,Junior Staff,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2018-09-19,,Active at FY2025 year-end,Sadia Islam,44000
MG-NGJ-FIN-0445,Imran Talukder,Male,37,35-44,Dhaka,No,Professional Certification,Finance & Accounts,finance_and_accounts,CC-104,Finance Manager,Manager,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2025-04-05,,Active at FY2025 year-end,Shafiqur Rahman,143500
MG-NGJ-HRA-0089,Hasan Ferdous,Male,23,Under 25,Chattogram,No,Bachelor,HR & Administration,hr_and_administration,CC-105,HR Assistant,Junior Staff,Contract,Narayanganj Production Plant,narayanganj_production_plant,2018-01-11,,Active at FY2025 year-end,Md. Imran Hossain,42000
MG-NGJ-HRA-0319,Md. Karim Hasan,Male,35,35-44,Chattogram,No,Master,HR & Administration,hr_and_administration,CC-105,HR Officer,Officer,Contract,Narayanganj Production Plant,narayanganj_production_plant,2017-02-26,,Active at FY2025 year-end,Md. Imran Hossain,44500
MG-NGJ-IT-0104,Tareq Hasan,Male,23,Under 25,Dhaka,No,Diploma,Information Technology,information_technology,CC-108,Junior Developer,Junior Staff,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2022-11-03,,Active at FY2025 year-end,Tanjina Akter,37000
MG-NGJ-IT-0435,Md. Rahim Chowdhury,Male,39,35-44,Rangpur,No,Professional Certification,Information Technology,information_technology,CC-108,Applications Manager,Manager,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2025-02-03,,Active at FY2025 year-end,Sabbir Hossain,121000
MG-NGJ-PRD-0022,Shakil Khatun,Male,,,,,,Production,production,CC-101,Machine Operator,Worker,,Narayanganj Production Plant,narayanganj_production_plant,2019-07-26,2025-06-04,Separated during FY2025,Md. Shahidul Islam,
MG-NGJ-PRD-0024,Sabbir Kabir,Male,31,25-34,Dhaka,No,HSC,Production,production,CC-101,Packing Assistant,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2019-06-17,,Active at FY2025 year-end,Abdul Karim,25000
MG-NGJ-PRD-0039,Mst. Roksana Talukder,Female,23,Under 25,Rajshahi,No,HSC,Production,production,CC-101,Production Operator,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2015-11-02,,Active at FY2025 year-end,Abdul Karim,30000
MG-NGJ-PRD-0043,Ayesha Kabir,Female,37,35-44,Chattogram,No,SSC,Production,production,CC-101,Packing Assistant,Worker,Contract,Narayanganj Production Plant,narayanganj_production_plant,2017-04-02,,Active at FY2025 year-end,Md. Shahidul Islam,29500
MG-NGJ-PRD-0048,Monir Noor,Male,35,35-44,Dhaka,No,Bachelor,Production,production,CC-101,Shift Supervisor,Senior Officer,Contract,Narayanganj Production Plant,narayanganj_production_plant,2022-06-17,,Active at FY2025 year-end,Md. Shahidul Islam,79500
MG-NGJ-PRD-0065,Sabbir Kabir,Male,25,25-34,Rangpur,No,HSC,Production,production,CC-101,Production Assistant,Junior Staff,Intern,Narayanganj Production Plant,narayanganj_production_plant,2020-04-14,,Active at FY2025 year-end,Abdul Karim,39000
MG-NGJ-PRD-0083,Farhan Rahman,Male,30,25-34,Chattogram,Yes,Bachelor,Production,production,CC-101,Planning Executive,Executive,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2021-08-25,,Active at FY2025 year-end,Md. Shahidul Islam,80000
MG-NGJ-PRD-0107,Tanvir Islam,Male,26,25-34,Rajshahi,No,SSC,Production,production,CC-101,Production Operator,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2023-05-18,,Active at FY2025 year-end,Md. Shahidul Islam,23000
MG-NGJ-PRD-0115,Fahim Karim,Male,33,25-34,Khulna,No,Bachelor,Production,production,CC-101,Production Officer,Officer,Probation,Narayanganj Production Plant,narayanganj_production_plant,2018-01-25,,Active at FY2025 year-end,Md. Shahidul Islam,64000
MG-NGJ-PRD-0116,Rashed Sultana,Male,33,25-34,Dhaka,No,HSC,Production,production,CC-101,Production Assistant,Junior Staff,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2020-03-06,,Active at FY2025 year-end,Md. Shahidul Islam,35000
MG-NGJ-PRD-0120,Nazmul Noor,Male,41,35-44,Chattogram,No,SSC,Production,production,CC-101,Machine Operator,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2017-05-22,,Active at FY2025 year-end,Md. Shahidul Islam,20500
MG-NGJ-PRD-0131,Nazmul Akter,Male,,,,,,Production,production,CC-101,Senior Production Officer,Senior Officer,,Narayanganj Production Plant,narayanganj_production_plant,2019-12-10,2025-09-05,Separated during FY2025,Md. Shahidul Islam,
MG-NGJ-PRD-0135,Saiful Islam,Male,37,35-44,Sylhet,No,Trade Certificate,Production,production,CC-101,Production Operator,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2022-06-13,,Active at FY2025 year-end,Abdul Karim,20500
MG-NGJ-PRD-0163,Shakil Sarker,Male,35,35-44,Rajshahi,No,Bachelor,Production,production,CC-101,Shift Officer,Officer,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2019-05-14,,Active at FY2025 year-end,Abdul Karim,60500
MG-NGJ-PRD-0166,Jahid Mahmud,Male,40,35-44,Rangpur,No,Professional Certification,Production,production,CC-101,Senior Manager - Production,Senior Manager,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2020-08-07,,Active at FY2025 year-end,Abdul Karim,191500
MG-NGJ-PRD-0174,Mahmud Alam,Male,34,25-34,Khulna,No,HSC,Production,production,CC-101,Line Coordinator,Junior Staff,Contract,Narayanganj Production Plant,narayanganj_production_plant,2015-08-01,,Active at FY2025 year-end,Md. Shahidul Islam,28500
MG-NGJ-PRD-0189,Nazmul Haque,Male,30,25-34,Rajshahi,No,HSC,Production,production,CC-101,Packing Assistant,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2021-04-13,,Active at FY2025 year-end,Md. Shahidul Islam,23500
MG-NGJ-PRD-0192,Priyanka Karim,Not Disclosed,29,25-34,Khulna,No,Bachelor,Production,production,CC-101,Production Assistant,Junior Staff,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2023-02-02,,Active at FY2025 year-end,Abdul Karim,34000
MG-NGJ-PRD-0226,Sabbir Chowdhury,Male,30,25-34,Rangpur,No,SSC,Production,production,CC-101,Machine Operator,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2023-04-28,,Active at FY2025 year-end,Md. Shahidul Islam,28500
MG-NGJ-PRD-0244,Md. Rahim Uddin,Male,34,25-34,Chattogram,No,HSC,Production,production,CC-101,Packing Assistant,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2023-11-17,,Active at FY2025 year-end,Md. Shahidul Islam,32500
MG-NGJ-PRD-0257,Nazmul Alam,Male,21,Under 25,Khulna,No,SSC,Production,production,CC-101,Packing Assistant,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2019-05-17,,Active at FY2025 year-end,Abdul Karim,24000
MG-NGJ-PRD-0271,Hasan Ferdous,Male,20,Under 25,Sylhet,No,SSC,Production,production,CC-101,Production Operator,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2017-12-19,,Active at FY2025 year-end,Abdul Karim,29000
MG-NGJ-PRD-0285,Asif Talukder,Male,42,35-44,Khulna,No,Master,Production,production,CC-101,Production Manager,Manager,Probation,Narayanganj Production Plant,narayanganj_production_plant,2017-09-16,,Active at FY2025 year-end,Abdul Karim,113500
MG-NGJ-PRD-0286,Nazmul Jahan,Male,32,25-34,Chattogram,No,Bachelor,Production,production,CC-101,Shift Officer,Officer,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2021-09-25,,Active at FY2025 year-end,Md. Shahidul Islam,58500
MG-NGJ-PRD-0287,Tasnim Islam,Female,24,Under 25,Dhaka,No,HSC,Production,production,CC-101,Production Operator,Worker,Contract,Narayanganj Production Plant,narayanganj_production_plant,2023-04-08,,Active at FY2025 year-end,Abdul Karim,28000
MG-NGJ-PRD-0321,Ayesha Hossain,Female,,,,,,Production,production,CC-101,Shift Officer,Officer,,Narayanganj Production Plant,narayanganj_production_plant,2019-12-06,2025-04-28,Separated during FY2025,Md. Shahidul Islam,
MG-NGJ-PRD-0330,Sadia Chowdhury,Female,37,35-44,Mymensingh,No,Master,Production,production,CC-101,Production Executive,Executive,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2022-11-20,,Active at FY2025 year-end,Md. Shahidul Islam,91500
MG-NGJ-PRD-0351,Fahim Islam,Male,29,25-34,Sylhet,No,Trade Certificate,Production,production,CC-101,Packing Assistant,Worker,Contract,Narayanganj Production Plant,narayanganj_production_plant,2020-01-04,,Active at FY2025 year-end,Md. Shahidul Islam,22000
MG-NGJ-PRD-0385,Rakib Chowdhury,Male,25,25-34,Dhaka,No,HSC,Production,production,CC-101,Packing Assistant,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2019-07-08,,Active at FY2025 year-end,Abdul Karim,26500
MG-NGJ-PRD-0406,Mehedi Sarker,Male,41,35-44,Rangpur,No,Bachelor,Production,production,CC-101,Plant Operations Manager,Manager,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2018-10-16,,Active at FY2025 year-end,Abdul Karim,169000
MG-NGJ-PRD-0407,Md. Karim Karim,Male,,,,,,Production,production,CC-101,Shift Supervisor,Senior Officer,,Narayanganj Production Plant,narayanganj_production_plant,2021-04-28,2025-04-30,Separated during FY2025,Md. Shahidul Islam,
MG-NGJ-PRD-0411,Zahid Jahan,Male,44,35-44,Rajshahi,No,Master,Production,production,CC-101,Production Manager,Manager,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2022-06-01,,Active at FY2025 year-end,Abdul Karim,154500
MG-NGJ-PRD-0413,Arif Jahan,Male,43,35-44,Dhaka,No,Bachelor,Production,production,CC-101,Planning Executive,Executive,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2019-11-02,,Active at FY2025 year-end,Md. Shahidul Islam,83500
MG-NGJ-PRD-0422,Tanvir Jahan,Male,36,35-44,Dhaka,No,Professional Certification,Production,production,CC-101,Production Manager,Manager,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2025-12-17,,Active at FY2025 year-end,Md. Shahidul Islam,118000
MG-NGJ-PRD-0424,Shafiq Mia,Male,,,,,,Production,production,CC-101,Production Operator,Worker,,Narayanganj Production Plant,narayanganj_production_plant,2025-02-13,2025-08-09,Separated during FY2025,Abdul Karim,
MG-NGJ-PRD-0427,Shafiq Alam,Male,32,25-34,Khulna,No,Bachelor,Production,production,CC-101,Senior Production Officer,Senior Officer,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2025-05-24,,Active at FY2025 year-end,Md. Shahidul Islam,72000
MG-NGJ-PRD-0432,Mizanur Islam,Male,23,Under 25,Dhaka,No,HSC,Production,production,CC-101,Line Coordinator,Junior Staff,Contract,Narayanganj Production Plant,narayanganj_production_plant,2025-05-26,,Active at FY2025 year-end,Abdul Karim,31500
MG-NGJ-PRD-0451,Sabbir Rahman,Male,23,Under 25,Sylhet,Yes,Bachelor,Production,production,CC-101,Production Officer,Officer,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2025-05-14,,Active at FY2025 year-end,Abdul Karim,47000
MG-NGJ-PRD-0453,Md. Rahim Rashid,Male,26,25-34,Dhaka,No,Bachelor,Production,production,CC-101,Production Assistant,Junior Staff,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2025-01-01,,Active at FY2025 year-end,Md. Shahidul Islam,43500
MG-NGJ-PRD-0461,Ayesha Ahmed,Female,27,25-34,Mymensingh,No,Trade Certificate,Production,production,CC-101,Production Operator,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2025-03-17,,Active at FY2025 year-end,Md. Shahidul Islam,21500
MG-NGJ-PRD-0468,Sharmeen Kabir,Female,41,35-44,Mymensingh,No,Professional Certification,Production,production,CC-101,Plant Operations Manager,Manager,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2025-08-18,,Active at FY2025 year-end,Md. Shahidul Islam,118000
MG-NGJ-PRD-0470,Tanvir Sultana,Male,32,25-34,Khulna,No,Bachelor,Production,production,CC-101,Shift Officer,Officer,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2025-08-22,,Active at FY2025 year-end,Abdul Karim,51500
MG-NGJ-PRD-0484,Shafiq Sarker,Male,32,25-34,Sylhet,No,Master,Production,production,CC-101,Production Officer,Officer,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2025-05-03,,Active at FY2025 year-end,Md. Shahidul Islam,36500
MG-NGJ-PRD-0486,Rafiq Kabir,Male,25,25-34,Dhaka,No,Diploma,Production,production,CC-101,Production Assistant,Junior Staff,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2025-01-16,,Active at FY2025 year-end,Md. Shahidul Islam,35500
MG-NGJ-PRD-0489,Ahsan Kabir,Male,31,25-34,Dhaka,No,Bachelor,Production,production,CC-101,Senior Production Officer,Senior Officer,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2025-04-29,,Active at FY2025 year-end,Abdul Karim,80500
MG-NGJ-PRD-0494,Rakib Chowdhury,Male,33,25-34,Dhaka,No,Bachelor,Production,production,CC-101,Shift Officer,Officer,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2025-12-24,,Active at FY2025 year-end,Md. Shahidul Islam,40000
MG-NGJ-PRD-0502,Nazmul Sultana,Male,23,Under 25,Rangpur,No,Trade Certificate,Production,production,CC-101,Machine Operator,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2025-08-08,,Active at FY2025 year-end,Md. Shahidul Islam,22500
MG-NGJ-PRD-0513,Tanvir Khatun,Male,39,35-44,Dhaka,No,SSC,Production,production,CC-101,Production Operator,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2025-04-02,,Active at FY2025 year-end,Abdul Karim,20500
MG-NGJ-PRO-0161,Jahid Bhuiyan,Male,21,Under 25,Barishal,No,Diploma,Procurement,procurement,CC-109,Vendor Coordinator,Junior Staff,Probation,Narayanganj Production Plant,narayanganj_production_plant,2022-05-18,,Active at FY2025 year-end,Ahsan Habib,37000
MG-NGJ-QAS-0029,Priyanka Mahmud,Female,55,45+,Dhaka,No,Bachelor,Quality Assurance,quality_assurance,CC-106,Senior Manager - Quality,Senior Manager,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2022-08-17,,Active at FY2025 year-end,Dr. Samira Sultana,247500
MG-NGJ-QAS-0060,Monir Bhuiyan,Male,32,25-34,Chattogram,No,Bachelor,Quality Assurance,quality_assurance,CC-106,Quality Officer,Officer,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2022-08-29,,Active at FY2025 year-end,Ashikur Rahman,59000
MG-NGJ-QAS-0124,Zahid Rashid,Male,30,25-34,Dhaka,No,Trade Certificate,Quality Assurance,quality_assurance,CC-106,Lab Assistant,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2020-11-01,,Active at FY2025 year-end,Dr. Samira Sultana,30000
MG-NGJ-QAS-0175,Riyad Mahmud,Male,36,35-44,Dhaka,No,Master,Quality Assurance,quality_assurance,CC-106,Regulatory Executive,Executive,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2021-10-11,,Active at FY2025 year-end,Dr. Samira Sultana,72500
MG-NGJ-QAS-0186,Sumaiya Kabir,Female,,,,,,Quality Assurance,quality_assurance,CC-106,Regulatory Executive,Executive,,Narayanganj Production Plant,narayanganj_production_plant,2022-08-19,2025-01-28,Separated during FY2025,Dr. Samira Sultana,
MG-NGJ-QAS-0260,Fahim Hasan,Male,25,25-34,Dhaka,No,Bachelor,Quality Assurance,quality_assurance,CC-106,QC Technician,Junior Staff,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2022-04-25,,Active at FY2025 year-end,Dr. Samira Sultana,35000
MG-NGJ-QAS-0387,Riyad Akter,Male,35,35-44,Dhaka,No,Bachelor,Quality Assurance,quality_assurance,CC-106,Compliance Officer,Officer,Contract,Narayanganj Production Plant,narayanganj_production_plant,2022-12-08,,Active at FY2025 year-end,Dr. Samira Sultana,40000
MG-NGJ-QAS-0438,Tahmina Khan,Female,28,25-34,Khulna,No,Master,Quality Assurance,quality_assurance,CC-106,QA Executive,Executive,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2025-05-17,,Active at FY2025 year-end,Dr. Samira Sultana,92500
MG-NGJ-QAS-0448,Anika Mia,Female,34,25-34,Rangpur,No,Bachelor,Quality Assurance,quality_assurance,CC-106,QA Assistant,Junior Staff,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2025-09-29,,Active at FY2025 year-end,Ashikur Rahman,33000
MG-NGJ-SAM-0031,Saiful Karim,Male,32,25-34,Dhaka,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Territory Sales Officer,Officer,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2015-12-28,,Active at FY2025 year-end,Tanvir Ahmed,44000
MG-NGJ-SAM-0057,Sabbir Rahman,Male,49,45+,Khulna,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Head of Sales & Marketing,Head,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2018-07-14,,Active at FY2025 year-end,Tanvir Ahmed,273500
MG-NGJ-SAM-0123,Rafiq Ahmed,Male,25,25-34,Rangpur,No,Diploma,Sales & Marketing,sales_and_marketing,CC-102,Marketing Assistant,Junior Staff,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2022-03-22,,Active at FY2025 year-end,Tanvir Ahmed,44000
MG-NGJ-SAM-0291,Mim Mahmud,Female,33,25-34,Khulna,No,Diploma,Sales & Marketing,sales_and_marketing,CC-102,Territory Sales Officer,Officer,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2018-08-28,,Active at FY2025 year-end,Farzana Rahman,56500
MG-NGJ-SAM-0366,Tareq Mahmud,Male,,,,,,Sales & Marketing,sales_and_marketing,CC-102,Sales Representative,Junior Staff,,Narayanganj Production Plant,narayanganj_production_plant,2017-01-01,2025-04-08,Separated during FY2025,Tanvir Ahmed,
MG-NGJ-SCL-0058,Sultana Khan,Female,22,Under 25,Rajshahi,No,HSC,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Dispatch Coordinator,Junior Staff,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2023-07-29,,Active at FY2025 year-end,Mahmudul Hasan,33500
MG-NGJ-SCL-0234,Shakil Bhuiyan,Male,34,25-34,Sylhet,No,Bachelor,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Logistics Officer,Officer,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2020-09-11,,Active at FY2025 year-end,Mahmudul Hasan,46500
MG-NGJ-SCL-0295,Saiful Akter,Male,22,Under 25,Rangpur,No,HSC,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Warehouse Assistant,Worker,Contract,Narayanganj Production Plant,narayanganj_production_plant,2021-11-19,,Active at FY2025 year-end,Rezaul Karim,26500
MG-NGJ-SCL-0344,Sadia Hasan,Female,,,,,,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Loader,Worker,,Narayanganj Production Plant,narayanganj_production_plant,2023-02-02,2025-01-14,Separated during FY2025,Mahmudul Hasan,
MG-NGJ-SCL-0382,Kamrul Sultana,Male,28,25-34,Rajshahi,No,SSC,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Warehouse Assistant,Worker,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2019-07-25,,Active at FY2025 year-end,Rezaul Karim,27000
MG-NGJ-SCL-0428,Ashik Chowdhury,Male,38,35-44,Rangpur,No,Bachelor,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Logistics Officer,Officer,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2025-04-03,,Active at FY2025 year-end,Mahmudul Hasan,41000
MG-NGJ-SCL-0431,Farhan Hossain,Male,44,35-44,Dhaka,No,Master,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Supply Chain Executive,Executive,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2025-06-05,,Active at FY2025 year-end,Rezaul Karim,104500
MG-NGJ-SCL-0508,Rafiq Jahan,Male,33,25-34,Rajshahi,No,Diploma,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Dispatch Coordinator,Junior Staff,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2025-08-03,,Active at FY2025 year-end,Mahmudul Hasan,32500
MG-NGJ-SCL-0516,Riyad Sultana,Male,42,35-44,Khulna,No,Bachelor,Supply Chain & Logistics,supply_chain_and_logistics,CC-103,Planning Executive,Executive,Permanent,Narayanganj Production Plant,narayanganj_production_plant,2025-07-24,,Active at FY2025 year-end,Rezaul Karim,77500
MG-RAJ-ENG-0216,Sabbir Ahmed,Male,36,35-44,Rajshahi,No,Bachelor,Engineering & Maintenance,engineering_and_maintenance,CC-107,Utilities Officer,Officer,Permanent,Rajshahi Regional Office,rajshahi_regional_office,2020-09-29,,Active at FY2025 year-end,Rakibul Hasan,44500
